species,group_ids,gene_identifiers
ath,CUL,At3g19720|ARC5|Accumulation and Replication of Chloroplast
ath,EMB,At3g19770|AtVPS9A|Vacuolar Protein Sorting
ath,GRS|SRF,At3g19820|DWF1|DIM|CBB1|EVE1|Dwarf
ath,EMB,At3g19980|EMB2736|Embryo Defective
ath,EMB|CUL,At3g20070|TTN9|Titan
ath,PIG|GRS,At3g20320|TGD2|Trigalactosyldiacylglycerol
ath,EMB,At3g20400|EMB2743|Embryo Defective
ath,EMB|PIG|GRS,At3g20440|EMB2729|BE1|Embryo Defective
ath,ROT|LEF|IST,At3g20470|GRP5|Glycine Rich Protein
ath,SRF,At3g20475|MSH5|MUTS-Homologue
ath,ROT|FSM|SRF|FLT,At3g20550|DDL|Dawdle
ath,PTH,At3g20600|NDR1|Non Race-Specific Disease Resistance
ath,EMB|CUL,At3g20630|TTN6|PER1|UBP14|Titan
ath,MSD,At3g20740|FIE|FIS3|Fertilization Independent Endosperm
ath,HRM,At3g20770|EIN3|Ethylene Insensitive
ath,SRL,At3g20780|BIN3|TOP6B|HYP6|RHL3|Brassinosteroid Insensitive
ath,CDR,At3g20810|JMJ30|JMJD5|Jumonji Domain Containing
ath,ROT|TCM,At3g20840|PLT1|Plethora
ath,CHS,At3g20870|ZTP29|Zinc Transporter
ath,GRS|MPH|CHS,At3g21070|NADK1|NAD Kinase
ath,LIT,At3g21150
ath,PIG|GRS,At3g21200|PGR7|Proton Gradient Regulation
ath,PRA,At3g21560|UGT84A2|BRT1|UDP-Glucosyl Transferase
ath,PTH,At3g21630|CERK1|LysM RLK1|Chitin Elicitor Receptor Kinase
ath,LEF,At3g21640|UCU2|TWD1|Ultracurvata
ath,LIT,At3g22170|FHY3|Far-Red Elongated Hypocotyls
ath,MGD|SRF,At3g22200|POP2|GABA-T|HER1|Pollen-Pistil Incompatibility
ath,CHS,At3g22370|AOX1A|Alternative Oxidase
ath,PIG|LEF|MSL|FLT|CDR|NUT,At3g22380|TIC|Time for Coffee
ath,ROT,At3g22400|LOX5|Lipoxygenase
ath,FLT,At3g22590|CDC73|PHP|Cell Division Cycle
ath,CPR,At3g22680|RDM1|RNA-Directed DNA Methylation
ath,FSM|OVP|SRF,At3g22780|TSO1|Tso
ath,SRF,At3g22880|DMC1|ARLIM15|Homolog of Yeast DMC 1
ath,ROT,At3g22942|AGG2|G-Protein Gamma Subunit
ath,NLS|GRS|LEF|FSM|SRF|TCM,At3g22990|LFR|Leaf and Flower Related
ath,NLS,At3g23050|AXR2|IAA7|Auxin Resistant
ath,EMB,At3g23110|EMB2800|AtRLP37|Embryo Defective
ath,FSM,At3g23130|SUP|FLO10|FON1|Superman
ath,STT,At3g23150|ETR2|Ethylene Receptor
ath,CHS|PTH,At3g23400|FIB4|Fibrillin
ath,CPR,At3g23430|PHO1|Low Inorganic Phosphate
ath,GAM|GEM,At3g23440|EDA6|MEE46|Embryo Sac Development Arrest
ath,MCH,At3g23560|ALF5|Aberrant Lateral Root Formation
ath,RTH,At3g23820|GAE6|UDP-D-Glucuronate 4-Epimerase
ath,MGD|GER|NLS|GRS|LEF|FSM,At3g23980|BLI|KOS1|Blister
ath,PIG|GRS|LEF|ARC|SRF|STT,At3g24140|FAMA
ath,PRA|CHS,At3g24220|NCED6|Nine-Cis-Epoxycarotenoid Dioxygenase
ath,FSM,At3g24260|3-Sep|AGL9|Sepallata
ath,PIG,At3g24320|MSH1|CHM1|MUTL Protein Homolog
ath,EMB,At3g24560|RSY3|Raspberry
ath,SRL|PIG,At3g24590|PLSP1|Plastidic Type I Signal Peptidase
ath,GER|HRM,At3g24650|ABI3|SIS10|ABA Insensitive
ath,SRF,At3g25100|CDC45|Cell Division Cycle
ath,GRS|TCM,At3g25140|QUA1|GAUT8|Quasimodo
ath,TMP,At3g25230|ROF1|FKBP62|Rotamase FKBP
ath,RTH|PTH,At3g25250|OXI1|Oxidative Signal-Inducible
ath,LEF,At3g25520|ATL5|PGY3|OLI5|RPL5A|Arabidopsis thaliana Ribosomal Protein L5
ath,CUL,At3g25690|CHUP1|Chloroplast Unusual Positioning
ath,EMB,At3g25860|PLE2|Plastid E2 Subunit of Pyruvate Decarboxylase
ath,ROT|LIT,At3g26090|RGS1|Regulator of G-Protein Signaling
ath,ROT|FLT,At3g26410|TRM11|tRNA Modification
ath,TMP,At3g26420|AtRZ-1a
ath,LEF|NUT,At3g26570|PHT2;1|ORF02|Phosphate Transporter
ath,CHS,At3g26680|SNM1|Sensitive to Nitrogen Mustard
ath,STT,At3g26744|ICE1|SCRM|Inducer of CBF Expression
ath,EMB,At3g26790|FUS3|Fusca
ath,PRA|PTH,At3g26830|PAD3|Phytoalexin Deficient
ath,SRL|PIG,At3g26900|SKL1|Shikimate Kinase Like
ath,STT|RTH|TCM,At3g27000|ARP2|WRM|Actin Related Protein
ath,PIG|LEF|IST|ARC|FSM|SRF,At3g27060|TSO2|TSO Meaning 'Ugly' in Chinese
ath,PIG|LEF|NUT,At3g27160|GHS1|Glucose Hypersensitive
ath,LIT,At3g27460|SGF29A|SAGA Associated Factor
ath,GRS,At3g27530|MAG4|GC6|Maigo
ath,TMP,At3g27660|OLEO4|OLE3|Oleosin
ath,EMB,At3g27670|RST1|Resurrection
ath,SRF,At3g27730|RCK|MER3|Rock-N-Rollers
ath,PIG|LEF,At3g27740|VEN6|CarA|Venosa
ath,EMB|PIG,At3g27750|EMB3123|Embryo Defective
ath,SRF,At3g27810|AtMYB21|MYB3|MYB Domain Protein
ath,SRL,At3g27820|MDAR4|Monodehydroascorbate Reductase
ath,STT,At3g27920|GL1|MYB0|Glabra
ath,SEN|LIT|MPH,At3g28030|UVH3|UVR1|Ultraviolet Hypersensitive
ath,FSM|SRF,At3g28470|TDF1|AtMYB35|Defective in Tapetal Development and Function
ath,LEF|ARC|FSM|SRF|FLT,At3g28730|SSRP1|HMG|NFD
ath,NLS|LEF|IST|FLT,At3g28860|PGP19|ABCB19|MDR1|MDR11|MDL15.2|P-Glycoprotein
ath,CHS,At3g28910|MYB30|MYB Domain Protein
ath,NLS|ROT|LEF,At3g29030|EXPA5|Expansin
ath,EMB,At3g29290|EMB2076|Embryo Defective
ath,MSL,At3g29320|PHS1|Alpha-Glucan Phosphorylase
ath,NLS|PIG|LEF|IST|FSM|SRF,At3g30180|BR6OX2|CYP85A2|Brassinosteroid-6-Oxidase
ath,NLS|LEF|IST|FSM|SRF|FLT,At3g33520|AtARP6|SUF3|ESD1|Actin-Related Protein
ath,SRL|PIG,At3g42170|DAYSLEEPER|Daysleeper
ath,SRF,At3g43210|TES|STD|Tetraspore
ath,PTH,At3g43300|AtMIN7|HopM Interactor
ath,CHS,At3g44110|J3|DNAJ Homolog
ath,NLS|LEF|STT|TCM,"At3g44200|NEK6|NIMA (Never In Mitosis, Gene A)-Related"
ath,CHS,At3g44260|AtCAF1a|CCR4 Associated Factor
ath,HRM,At3g44310|NIT1|Resistant to Indole-3-Acetonitrile
ath,PTH,At3g44480|RPP1|COG1|RPP10|Recognition of Peronospora parasitica
ath,EMB,At3g44530|HIRA|Arabidopsis Ortholog of Hira
ath,PRA,At3g44540|FAR4|Fatty Acid Reductase
ath,PRA,At3g44550|FAR5|Fatty Acid Reductase
ath,MSL,At3g44880|ACD1|LLS1|PaO|Accelerated Cell Death
ath,GAM,At3g45100|SETH2
ath,PRA,At3g45130|LAS1|Lanosterol Synthase
ath,PRA,At3g45140|LOX2|Lipoxygenase
ath,GAM,At3g45150|TCP16|TCP Domain Protein
ath,PRA,At3g45300|AtIVD|Isovaleryl-CoA Dehydrogenase
ath,CHS,At3g45640|AtMPK3|Mitogen-Activated Protein Kinase
ath,LIT,At3g45780|NPH1|RPT1|Non-Phototropic Hypocotyl
ath,ROT|LIT,At3g45890|RUS1|Root UV-B Sensitive
ath,PTH,At3g46530|RPP13|RPP11|Recognition of Peronospora parasitica
ath,ROT|CHS,At3g46550|SOS5|Salt Overly Sensitive
ath,EMB,At3g46560|EMB2474|TIM9|Embryo Defective
ath,CDR,At3g46640|PCL1|LUX|Phytoclock
ath,EMB,At3g46740|TOC75|AtTOC75-III|Translocon at outer envelope membrane of chloroplasts
ath,CPR,At3g46790|CRR2|Chlororespiratory Reduction
ath,LEF,At3g46970|PHS2|Alpha-Glucan Phosphorylase
ath,GRS|MSL|LIT,At3g47390|PHS1|Photosensitive
ath,NUT,At3g47440|TIP5;1|Tonoplast Intrinsic Protein
ath,PIG|GRS|CHS,At3g47450|NOA1|NOS1|RIF1|Nitric Oxide Associated
ath,LIT,At3g47500|CDF3|HPPBF-2a|Cycling Dof Factor
ath,MPH|HRM|CHS,"At3g47620|AtTCP14|Teosinte Branched1, Cycloidea and PCF"
ath,ROT|MEC,At3g47690|AtEB1a|End Binding
ath,PIG|FSM,At3g47710|BNQ3|bHLH161|Banquo
ath,WAT|CHS,At3g47860|CHL|Chloroplastic Lipocalin
ath,MGD,At3g47870|SCP|ASL29|Sidecar Pollen
ath,SRL|GER,"At3g47930|AtGLDH|L-Galactono-1,4-Lactone Dehydrogenase"
ath,ROT|IST|CHS,At3g47950|AHA4|Arabidopsis Plasma Membrane H+ ATPase
ath,NUT,At3g47990|SIS3|Sugar Insensitive
ath,PTH,At3g48090|EDS1|Enhanced Disease Susceptibility
ath,LIT,At3g48100|ARR5|IBC6|Arabidopsis Response Regulator
ath,EMB,At3g48110|EDD|Embryo Defective Development
ath,CUL,At3g48160|DEL1|E2L3|E2Fe|DP-E2F-Like 1
ath,SRF,At3g48190|ATM|Ataxia-Telangiectasia Mutated
ath,GRS|CHS,At3g48250|BIR6|Buthionine Sulfoximine-Insensitive Roots
ath,NUT|HRM,At3g48360|BT2|BTB and TAZ Domain Protein
ath,LEF|FLT,At3g48430|REF6|Relative of Early Flowering
ath,EMB,At3g48470|EMB2423|Embryo Defective
ath,SRL|PIG,At3g48500|PDE312|PTAC10|Pigment Defective Embryo
ath,FLT,At3g48670|IDN2|Involved in De Novo
ath,HRM,At3g48690|AtCXE12|Carboxyesterase
ath,MGD|MSD,At3g48750|CDC2|CDC2A|CDC2AAT|CDK2|CDKA|1|Cell Division Control
ath,EMG,At3g48930|EMB1080|Embryo Defective
ath,EMB,At3g49170|EMB2261|Embryo Defective
ath,TMP,At3g49180|RID3|Root Initiation Defective
ath,EMB,At3g49240|EMB1796|Embryo Defective
ath,CPR,At3g49250|DMS3|IDN1|Defective in Meristem Silencing
ath,PTH,At3g49500|SGS2|SDE1|Suppressor of Gene Silencing
ath,MSD|SRF|SSC,At3g49600|UBP26|Ubiquitin-Specific Protease
ath,EMB,At3g49660|AtMUT11|Arabidopsis MUT11 Homolog
ath,NLS|IST|FLT,At3g49700|ACS9|ETO3|Aminocyclopropane Carboxylate Synthase
ath,NUT,At3g49940|LBD38|LOB Domain-Containing Protein
ath,HRM,At3g50060|MYB77|MYB Domain Protein
ath,GER|STT|HRM,At3g50500|SnRK2.2|SPK-2-2|SRK2D|SNF1-Related Protein Kinase
ath,GRS,At3g50660|DWF4|CLM|SAV1|SNP2|Dwarf
ath,PIG|GRS|LEF,At3g50820|PsbO2|OEC|PsbO-2|Photosystem II Subunit
ath,EMB|SRL,At3g50870|MNP|GATA18|HAN|Monopole
ath,FSM|SRF,At3g51060|STY1|SRS1|Stylish
ath,GRS,At3g51160|MUR1|GMD2|Cell Wall Mutant
ath,PIG|SSC,At3g51240|TT6|F3H|Transparent Testa
ath,RTH,At3g51460|RHD4|Root Hair Defective
ath,GEM,At3g51550|FER|SIR|Feronia
ath,CHS,At3g51770|ETO1|Ethylene Overproducer
ath,PIG|ROT|LEF|ARC|FLT|SEN,At3g51780|AtBAG4|BCL-2-Associated Athanogene
ath,PIG,At3g51820|PDE325|CHLG|ATG4|Pigment Defective Embryo
ath,HRM,At3g51840|ACX4|Acyl-CoA Oxidase
ath,NUT,At3g51860|CAX3|CAX1-LIKE|AtHCX1|Cation Exchanger
ath,PRA,At3g51970|ASAT1|Acyl-CoA Sterol Acyl Transferase
ath,SRF,At3g52115|AtGR1|AtCOM1|Gamma Response Gene
ath,GRS|FLT,At3g52180|SEX4|AtPTPKIS1|DSP4|Starch-Excess
ath,NUT,At3g52190|PHF1|Phosphate Transporter Traffic Facilitator
ath,LEF,At3g52280|GTE6|General Transcription Factor Group E6
ath,SRL|PIG,At3g52380|PDE322|CP33|Pigment Defective Embryo
ath,PRA|PTH,At3g52430|PAD4|Phytoalexin Deficient
ath,WAT,At3g52450|PUB22|Plant U-Box
ath,CHS,At3g52560|UEV1D-4|UEV1D|Ubiquitin E2 Variant
ath,GEM|EMG,At3g52590|EMB2167|HAP4|UbA52|Embryo Defective
ath,GRS,At3g52770|ZPR3|Little Zipper
ath,EMB|SRL,At3g52940|FK|HYD2|ELL|Fackel
ath,NLS|GRS|ROT|LEF|FSM|OVP|SRF|TCM,At3g53020|STV1|RPL24|RPL24B|Short Valve
ath,FLT|TMP|HRM,At3g53110|LOS4|CRYOPHYTE|Low Expression of Osmotically Responsive Genes
ath,PRA,At3g53130|LUT1|CYP97C1|Lutein Deficient
ath,CPR,At3g53420|PIP2;2|Plasma Membrane Intrinsic Protein
ath,HRM,At3g53480|ABCG37|PIS1|PDR9|ATP-Binding Cassette
ath,STT,At3g53720|AtCHX20|Cation/H+ Exchanger
ath,GRS|SRF,At3g53760|GCP4|Gamma-Tubulin Complex Protein
ath,SRL|PIG|GRS|ROT|MEC,At3g53900|UPP|Uracil Phosphoribosyltransferase
ath,EMB|SRL,At3g54010|PAS1|DEI1|Pasticcino
ath,GRS,At3g54050|HCEF1|High Cyclic Electron Flow
ath,GRS,At3g54110|PUMP1|UCP1|Plant Uncoupling Mitochondrial Protein
ath,EMB,At3g54170|FIP37|FKBP Interacting Protein
ath,ROT,At3g54220|SCR|SGR1|Scarecrow
ath,TMP|HRM,At3g54280|RGD3|CHA16|CHR16|BTAF1|Root Growth Defective
ath,EMB,At3g54320|WRI1|Wrinkled Seed
ath,FSM,At3g54340|AP3|Apetala
ath,EMB,At3g54350|EMB1967|Embryo Defective
ath,GRS|ROT|LEF|ARC|MSL|FSM|SRF,At3g54610|GCN5|BGT|HAC3|HAG1|HAT1|General Control Non-Repressible
ath,SRL|CHS,At3g54640|TRP3|TSA1|Tryptophan Biosynthesis
ath,MGD|MSD,At3g54650|FBL17
ath,EMB,At3g54660|EMB2360|AtGR2|GR|Embryo Defective
ath,EMB|CUL,At3g54670|TTN8|SMC1|Titan
ath,GAM,At3g54690|SETH3
ath,EMB|SRL,At3g54720|AMP1|COP2|HPT|PT|Altered Meristem Program
ath,GER|TMP,At3g54810|BME3|BME3-ZF|Blue Micropylar End
ath,RTH,At3g54870|MRH2|ARK1|Morphogenesis of Root Hair
ath,PTH,At3g54920|PMR6|Powdery Mildew Resistant
ath,EMB,At3g55010|EMB2818|PUR5|AtPURM|Embryo Defective
ath,PIG|SSC,At3g55120|TT5|CFI|Transparent Testa
ath,CHS,At3g55130|AtWBC19|White-Brown Complex Homolog
ath,PIG,At3g55250|PDE329|Pigment Defective Embryo
ath,CHS,At3g55270|MKP1|MAP Kinase Phosphatase
ath,NLS|GRS|LEF|IST|ARC|FSM|SRF,At3g55360|CER10|ECR|TSC13|Eceriferum
ath,EMG,At3g55400|OVA1|Ovule Abortion
ath,SRL|GER|ROT|ARC,At3g55480|PAT2|AP-3 BETA|Protein Affected Trafficking
ath,EMB,At3g55510|RBL|Rebelote
ath,ROT,At3g55530|SDIR1|Salt- and Drought-Induced RING Finger
ath,EMB,At3g55610|P5CS2|Pyrroline-5-Carboxylate Synthetase
ath,EMB,At3g55620|EMB1624|EIF-6|Embryo Defective
ath,PRA,At3g55630|FPGS3|DFD|Folylpolyglutamate Synthetase
ath,SRL|NLS|PIG|ROT|LEF|ARC|MSL|SRF|MEC,At3g55830|EPC1|Ectopically Parting Cells
ath,TMP,At3g55990|ESK1|Eskimo
ath,PRA,At3g56040|UGP3|UDP-Glucose Pyrophosphorylase
ath,HRM|PTH,At3g56400|WRKY70|WRKY DNA-Binding Protein
ath,TMP,At3g56800|CaM3|Calmodulin
ath,PIG|GRS|MSL,At3g56940|CHL27|CRD1|ACSF
ath,STT,At3g56960|PIP5K4|Phosphatidyl Inositol Monophosphate 5 Kinase
ath,ROT,At3g57040|ARR9|AtRR4|Arabidopsis Response Regulator
ath,GRS|CUL,At3g57090|FIS1A|BIGYIN1|Fission
ath,NLS|LEF|FSM|SEN,At3g57130|BOP1|Blade on Petiole
ath,NHM,At3g57150|AtCBF5|AtNAP57|Centromere Binding Factor
ath,PIG|CHS,At3g57180|BPG2|Brassinazole-Insensitive-Pale Green
ath,FSM,At3g57510|ADPG1|PGA9|SAC70|Arabidopsis Dehiscence Zone Polygalacturonase
ath,GAM|GEM|LEF,At3g57650|LPAT2|Lysophosphatidyl Acyltransferase
ath,SRF,At3g57670|NTT|No Transmitting Tract
ath,OVP|CUL,At3g57860|OSD1|UVI4-L|Omission of Second Division
ath,EMG,At3g57870|EMB1637|SCE1|Embryo Defective
ath,GRS|LEF,At3g57920|SPL15|Squamosa Promoter Binding Protein-Like
ath,STT,At3g58070|GIS|Glabrous Inflorescence Stems
ath,PIG|SSC,At3g59030|TT12|Transparent Testa
ath,MGD|SRF,At3g59050|PAO3|Polyamine Oxidase
ath,LIT,At3g59060|PIL6|PIF5|Phytochrome Interacting Factor 3-Like
ath,TMP|HRM,At3g59220|PRN|PRN1|AtPirin1|Pirin
ath,GRS|IST|ARC|FSM|SRF|FLT|TCM,At3g59380|FTA|PFT/PGGT-Iα|PLP|Farnesyltransferase
ath,PIG|GRS,At3g59400|GUN4|Genomes Uncoupled
ath,ROT|OVP|TCM,At3g59420|ACR4|Arabidopsis Crinkly
ath,GAM,At3g59550|SYN3|AtRAD21.2
ath,PIG|GRS|LEF,At3g59770|SAC9|Supressor of Actin
ath,PTH,At3g60190|ADL1E|ADL4|ADLP2|DRP1E|EDR3|Arabidopsis Dynamin-Like
ath,RTH,At3g60330|AHA7|Arabidopsis H+ ATPase
ath,PIG|GRS|LEF,At3g60370|AtFKBP20-2|FK-506 Binding Protein
ath,GAM,At3g60460|DUO1|Duo Pollen
ath,GER|PIG|IST|FSM,At3g60500|CER7|G3|Eceriferum
ath,EMB|CUL,At3g60740|TTN1|CHO|EMB133|Titan
ath,EMB,At3g60830|ARP7|Actin-Related Protein
ath,CHS,At3g61110|ARS27|Arabidopsis Ribosomal Protein
ath,SRL|PIG|LIT|NUT,At3g61140|FUS6|COP11|EMB78|Fusca
ath,LEF|PTH,At3g61190|BAP1|BON Association Protein
ath,CPR,At3g61430|PIP1;2|Plasma Membrane Intrinsic Protein
ath,RTH,At3g61440|CYS-C1|Cysteine Synthase
ath,NLS|IST|FLT,At3g61510|ACS1|Aminocyclopropane Carboxylate Synthase
ath,GAM,At3g61710|ATG6|AtVPS30|Autophagy
ath,GRS|LEF|FSM,At3g61730|RMF|Reduced Male Fertility
ath,EMB,At3g61780|EMB1703|Embryo Defective
ath,GER|LIT,At3g61850|DAG1|Dof Affecting Germination
ath,HRM,At3g61890|AtHB-12|AtHB12|Homeobox 12
ath,CHS,At3g62030|ROC4|AtCYP20-3|Rotamase CyP
ath,GER,At3g62090|PIF6|PIL2|Phytochrome Interacting Factor
ath,LEF,At3g62800|DRB4|Double-Stranded-RNA-Binding Protein
ath,SRL|PIG,At3g62910|APG3|Albino and Pale Green
ath,NLS|ROT|HRM,At3g62980|TIR1|Transport Inhibitor Response
ath,EMB|SRL,At3g63190|HFP108|RRF|High Chlorophyll Fluorescence and Pale Green Mutant
ath,PRA,At3g63250|HMT2|AtHMT-2|Homocysteine Methyltransferase
ath,TCM,At3g63300|FKD1|Forked
ath,SRL|PIG,At3g63410|APG1|VTE3|Albino or Pale Green Mutant
ath,ROT,At3g63420|AGG1|G-Protein Gamma Subunit
ath,EMB,At3g63490|EMB3126|Embryo Defective
ath,PRA,At3g63520|CCD1|NCED1|Carotenoid Cleavage Dioxygenase
ath,FSM,At3g63530|BB|BB2|Big Brother
ath,MGD|CHS,At4g00020|AtBRCA2a|EDA20|MEE43|Breast Cancer Associated
ath,ROT|LEF|STT|LIT,At4g00100|PFL2|RPS13A|Pointed First Leaves
ath,EMB,At4g00220|JLO|Jagged Lateral Organs
ath,GAM|GEM,At4g00310|EDA8|MEE23|Embryo Sac Development Arrest
ath,GAM,At4g00330|PDD25|CRCK2|Pollen Development Defective
ath,SRF|TCM,At4g00450|CRP|CCT|Cryptic Precocious
ath,EMB,At4g00620|EMB3127|Embryo Defective
ath,MTM,At4g00650|FRI|FLA|Frigida
ath,LIT|HRM,At4g00710|BSK3|BR-Signaling Kinase
ath,ROT,At4g00730|ANL2|AHDP|Anthocyaninless
ath,GAM,At4g00800|SETH5
ath,PIG|GRS|LEF|CUL,At4g01050|TROL|Thylakoid Rhodanese-Like
ath,STT|RTH,At4g01060|CPL3|ETC3|Caprice-Like MYB
ath,ROT,At4g01100|ADNT1|Adenine Nucleotide Transporter
ath,CHS,At4g01190|PIPK10|Phosphatidylinositol Phosphate Kinase
ath,GAM|MGD|SRF,At4g01220|MGD4|Male Gametophyte Defective
ath,GRS|LEF|SRF|PTH,At4g01370|MPK4|MAP Kinase
ath,NUT,At4g01470|TIP1;3|Tonoplast Intrinsic Protein
ath,FSM,At4g01500|NGA4|Ngatha
ath,NLS,At4g01540|NTM1|NAC with Transmembrane Motif
ath,SRL|PIG,At4g01800|AGY1|AtCPSECA|Albino or Glassy Yellow
ath,EMG,At4g02060|PRL|Prolifera
ath,PTH,"At4g02150|MOS6|IMPA-3|Modifier of SNC1,6"
ath,GAM,At4g02195|SYP42|AtTLG2B|Syntaxin of Plants
ath,PRA,At4g02280|SUS3|Sucrose Synthase
ath,MGD|SRF,At4g02460|PMS1|Post Meiotic Segregation
ath,SRL|PIG,At4g02510|PPI2|TOC159|Plastid Protein Import
ath,FLT,At4g02560|LD|Luminidependens
ath,EMG|HRM,At4g02570|AXR6|CUL1|Auxin Resistant
ath,LEF|FLT,At4g02700|SULTR3;2|Sulfate Transporter
ath,GER,At4g02780|GA1|ABC33|CPS1|GA Deficient
ath,EMB,At4g02790|EMB3129|Embryo Defective
ath,EMB,At4g02980|ABP1|Auxin Binding Protein
ath,PTH,At4g03110|RBP-DR1|RNA-Binding Protein-Defense Related
ath,EMB,At4g03240|AtFH|Frataxin
ath,CPR,At4g03280|PGR1|PETC|Proton Gradient Regulation
ath,EMB|LEF|IST|FLT,At4g03430|EMB2770|STA1|PRP6|Embryo Defective
ath,MEC|PTH,At4g03550|AtGSL5|PMR4|Glucan Synthase-Like
ath,NUT|HRM,At4g03560|AtTPC1|FOU2|AtCCH1|Two-Pore Channel
ath,EMB,At4g04350|EMB2369|Embryo Defective
ath,CHS,At4g04720|CPK21|Calcium-Dependent Protein Kinase
ath,PIG|LIT,At4g04770|LAF6|ABC1|NAP1|Long After Far-Red Light
ath,NHM|PTH,At4g04780|MED21|Mediator
ath,FLT,At4g04885|PCFS4|PCF11P-Similar Protein
ath,CHS,At4g05120|FUR1|ENT3|Fluorouridine Insensitive
ath,CUL,At4g05190|AtK5|Kinesin
ath,EMG,At4g05410|YAO|Yaozhe
ath,GAM,At4g05450|PGD6|MFDX1|Pollen Germination Defective
ath,HRM,At4g05530|IBR1|SDRa|Indole-3-Butyric Acid Response
ath,IST|FSM,At4g08150|BP|KNAT1|Brevipedicellus
ath,CHS,At4g08390|sAPX|Stromal Ascorbate Peroxidase
ath,LIT,At4g08810|SUB1|Short Under Blue Light
ath,ROT,At4g08870|ARGAH2|Arginine Amidohydrolase
ath,ROT,At4g08900|ARGAH1|Arginine Amidohydrolase
ath,NLS,At4g08920|HY4|CRY1|BLU1|OOP2|Elongated Hypocotyl
ath,GRS|HRM,At4g08950|EXO|Exordium
ath,PRA,At4g09020|ISA3|Isoamylase
ath,CUL,At4g09080|TOC75-IV|Translocon Outer Membrane Complex
ath,HRM|CHS,At4g09570|CPK4|Calcium Dependent Protein Kinase
ath,SRL|PIG,At4g09650|PDE332|ATPD|Pigment Defective Embryo
ath,PIG|SSC,At4g09820|TT8|BHLH42|Transparent Testa
ath,EMB,At4g09980|EMB1691|Embryo Defective
ath,HRM,At4g10090|ELP6
ath,PIG|GRS|LIT,At4g10180|DET1|FUS2|De-etiolated
ath,NUT,At4g10380|NIP5;1|NLM6|NLM8|Nodulin26-Like Intrinsic Protein
ath,LEF|ARC|FSM|SRF|FLT,At4g10710|SPT16
ath,EMB,At4g10760|EMB1706|MTA|Embryo Defective
ath,CPR,At4g11130|RDR2|SMD1|RNA-Dependent RNA Polymerase
ath,EMB,At4g11150|EMB2448|VHAE1|TUF|Embryo Defective
ath,PTH,At4g11260|EDM1|SGT1B|ETA3|Enhanced Downy Mildew Susceptibility
ath,NLS|IST|FLT,At4g11280|ACS6|Aminocyclopropane Carboxylate Synthase
ath,PTH,At4g11660|HsfB2b|Heat Shock Factor
ath,GAM,At4g11720|HAP2|GCS1|Hapless
ath,SRF,At4g11820|FKP1|HMGS|MVA1|Flaky Pollen
ath,PRA,At4g12030|BASS5|BAT5|Bile Acid:Sodium Symporter Family Protein
ath,MPH,At4g12420|SKU5|Skewed Root Growth
ath,PTH,At4g12470|AZI1|Azelaic Acid Induced
ath,GRS|MSL|PTH,At4g12560|CPR30|Constitutive Expresser of PR Genes
ath,SEN,At4g12570|UPL5|Ubiquitin Protein Ligase
ath,GRS|LEF,At4g12720|NUDT7|GFG1|Nudix Hydrolase Homolog
ath,NUT|CHS,At4g13420|HAK5|High Affinity K+ Transporter
ath,PRA,At4g13430|LeuC1|MAM-IL1|IPMI|LSU1
ath,LEF|NUT,At4g13510|AMT1;1|Ammonium Transporter
ath,HRM|CHS,At4g13520|SMAP1|Small Acidic Protein
ath,EMB|ROT|LEF|TCM,At4g13750|EMB2597|NOV|Embryo Defective
ath,PRA,At4g13770|CYP83A1|REF2|Cytochrome P450
ath,GAM|GEM,At4g13890|EDA36;EDA37|PDD4|PDD33|Embryo Sac Development Arrest
ath,EMB|GRS,At4g13940|EMB1395|HOG1|MEE58|Embryo Defective
ath,CPR,At4g14070|AAE15|Acyl-Activating Enzyme
ath,SRL|PIG|LIT,At4g14110|COP9|FUS7|EMB143|Constitutive Photomorphogenesis
ath,LIT,At4g14130|XTH15|XTR7|Xyloglucan Endotransglucosylase/Hydrolase
ath,SRF,At4g14180|AtPRD1|Putative Recombination Initiation Defect
ath,SRL|PIG,At4g14210|PDE226|PDS1|Pigment Defective Embryo
ath,EMB,At4g14590|EMB2739|Embryo Defective
ath,LEF|FSM,At4g14713|PPD1|TIFY4A|Peapod
ath,STT,At4g14750|FRC3|IQD19|Furca
ath,GEM,At4g14790|PDD17;PDD26|AtSUV3|Pollen Development Defective
ath,GRS|CHS,At4g14850|LOI1|MEF11|Lovastatin Insensitive
ath,SRL|PIG,At4g14870|SECE1
ath,SRL,At4g14880|OLD3|OASA1|Onset of Leaf Death
ath,NLS,At4g14960|TUA6|Tubulin Alpha
ath,LIT,At4g15090|FAR1|Far-Red Impaired Response
ath,GRS|SRF,At4g15180|SDG2|ATXR3|Set Domain Group
ath,CPR,At4g15230|AtPDR2|ABCG30|Pleiotropic Drug Resistance
ath,SRL|PIG,At4g15560|CLA|DEF|DXS|Chloroplastos Alterados
ath,GAM,At4g15570|MAA3|Magatama
ath,SRF|FLT,At4g15802|HSBP|Heat Shock Factor Binding Protein
ath,GRS|FLT,At4g15880|ESD4|Early in Short Days
ath,NUT,At4g15900|PRL1|Pleiotropic Regulatory Locus
ath,CPR,At4g15950|RDM2|NRPD4|NRPE4|RNA-Directed DNA Methylation
ath,LEF|FLT|HRM,At4g16110|ARR2|Arabidopsis Response Regulator
ath,NUT,At4g16130|ARA1|ISA1|ATISA1|Arabinose Sensitive
